Accession	Protein	Gene	Gene_protein	X153173_BSA_d3_H	X153173_IL13_d3_H	X153741_BSA_d3_H	X153741_IL13_d3_H	X154142_BSA_d3_A	X154142_IL13_d3_A	X154417_BSA_d3_A	X154417_IL13_d3_A	X154651_BSA_d3_A	X154651_IL13_d3_A	X155404_BSA_d3_H	X155404_IL13_d3_H
GANP_HUMAN	Germinal-center associated nuclear protein OS=Homo sapiens GN=MCM3AP PE=1 SV=2	MCM3AP	MCM3AP_GANP	0	0	0	0	1	0	0	0	0	0	0	0
MCU_HUMAN	"Calcium uniporter protein, mitochondrial OS=Homo sapiens GN=MCU PE=1 SV=1"	MCU	MCU_MCU	0	1	2	2	0	0	0	0	0	1	0	0
MDHC_HUMAN	"Malate dehydrogenase, cytoplasmic OS=Homo sapiens GN=MDH1 PE=1 SV=4"	MDH1	MDH1_MDHC	0	1	0	1	2	1	2	3	1	3	0	2
MDHM_HUMAN	"Malate dehydrogenase, mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3"	MDH2	MDH2_MDHM	3	12	9	10	7	8	7	13	6	9	6	10
MAOX_HUMAN	NADP-dependent malic enzyme OS=Homo sapiens GN=ME1 PE=1 SV=1	ME1	ME1_MAOX	0	2	0	2	0	1	0	1	0	1	0	0
MAOM_HUMAN	"NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens GN=ME2 PE=1 SV=1"	ME2	ME2_MAOM	0	0	0	1	0	0	0	0	0	0	0	0
MAON_HUMAN	"NADP-dependent malic enzyme, mitochondrial OS=Homo sapiens GN=ME3 PE=2 SV=2"	ME3	ME3_MAON	0	1	0	0	0	0	0	0	0	0	0	0
MESD_HUMAN	LRP chaperone MESD OS=Homo sapiens GN=MESD PE=1 SV=2	MESD	MESD_MESD	0	0	0	1	0	0	0	0	0	0	0	0
MET7A_HUMAN	Methyltransferase-like protein 7A OS=Homo sapiens GN=METTL7A PE=1 SV=1	METTL7A	METTL7A_MET7A	0	0	0	0	1	0	1	0	0	0	0	0
MFGM_HUMAN	Lactadherin OS=Homo sapiens GN=MFGE8 PE=1 SV=2	MFGE8	MFGE8_MFGM	0	1	0	0	0	0	0	1	0	0	0	0
MFS10_HUMAN	Major facilitator superfamily domain-containing protein 10 OS=Homo sapiens GN=MFSD10 PE=1 SV=1	MFSD10	MFSD10_MFS10	0	0	0	0	0	1	0	0	0	0	0	0
MGST1_HUMAN	Microsomal glutathione S-transferase 1 OS=Homo sapiens GN=MGST1 PE=1 SV=1	MGST1	MGST1_MGST1	0	1	1	0	1	0	0	0	1	1	0	1
MGST2_HUMAN	Microsomal glutathione S-transferase 2 OS=Homo sapiens GN=MGST2 PE=1 SV=1	MGST2	MGST2_MGST2	0	1	1	0	0	0	0	0	0	0	0	0
TGO1_HUMAN	Transport and Golgi organization protein 1 homolog OS=Homo sapiens GN=MIA3 PE=1 SV=1	MIA3	MIA3_TGO1	0	0	0	0	0	1	0	1	0	2	0	1
MIF_HUMAN	Macrophage migration inhibitory factor OS=Homo sapiens GN=MIF PE=1 SV=4	MIF	MIF_MIF	1	1	1	1	1	1	1	1	1	1	1	1
MLEC_HUMAN	Malectin OS=Homo sapiens GN=MLEC PE=1 SV=1	MLEC	MLEC_MLEC	0	0	1	0	0	1	0	1	0	1	0	1
MMAB_HUMAN	"Cob(I)yrinic acid a,c-diamide adenosyltransferase, mitochondrial OS=Homo sapiens GN=MMAB PE=1 SV=1"	MMAB	MMAB_MMAB	0	0	0	0	0	1	0	1	0	1	0	0
MMP1_HUMAN	Interstitial collagenase OS=Homo sapiens GN=MMP1 PE=1 SV=3	MMP1	MMP1_MMP1	0	0	0	1	0	1	0	0	0	0	0	0
MMP10_HUMAN	Stromelysin-2 OS=Homo sapiens GN=MMP10 PE=1 SV=1	MMP10	MMP10_MMP10	0	0	0	2	4	0	0	0	0	0	0	0
MMP13_HUMAN	Collagenase 3 OS=Homo sapiens GN=MMP13 PE=1 SV=1	MMP13	MMP13_MMP13	1	0	0	0	1	0	0	0	0	0	0	0
MMP9_HUMAN	Matrix metalloproteinase-9 OS=Homo sapiens GN=MMP9 PE=1 SV=3	MMP9	MMP9_MMP9	1	1	0	0	0	0	0	0	0	0	0	0
MOGS_HUMAN	Mannosyl-oligosaccharide glucosidase OS=Homo sapiens GN=MOGS PE=1 SV=5	MOGS	MOGS_MOGS	0	0	0	0	0	1	0	0	0	0	0	0
MSLN_HUMAN	Mesothelin OS=Homo sapiens GN=MSLN PE=1 SV=2	MSLN	MSLN_MSLN	0	2	0	1	1	0	0	4	1	0	0	0
MSMB_HUMAN	Beta-microseminoprotein OS=Homo sapiens GN=MSMB PE=1 SV=1	MSMB	MSMB_MSMB	0	0	1	0	1	0	0	0	1	0	0	0
MOES_HUMAN	Moesin OS=Homo sapiens GN=MSN PE=1 SV=3	MSN	MSN_MOES	0	4	0	0	0	0	0	4	8	0	0	0
COX2_HUMAN	Cytochrome c oxidase subunit 2 OS=Homo sapiens GN=MT-CO2 PE=1 SV=1	MT-CO2	MT-CO2_COX2	1	3	4	2	0	2	3	4	3	5	5	5
LYRIC_HUMAN	Protein LYRIC OS=Homo sapiens GN=MTDH PE=1 SV=2	MTDH	MTDH_LYRIC	0	0	0	0	0	0	0	0	0	0	0	1
MTPN_HUMAN	Myotrophin OS=Homo sapiens GN=MTPN PE=1 SV=2	MTPN	MTPN_MTPN	0	1	0	0	0	0	0	1	0	1	0	0
MTX1_HUMAN	Metaxin-1 OS=Homo sapiens GN=MTX1 PE=1 SV=2	MTX1	MTX1_MTX1	0	0	0	0	0	0	0	0	0	1	0	0
MUC1_HUMAN	Mucin-1 OS=Homo sapiens GN=MUC1 PE=1 SV=3	MUC1	MUC1_MUC1	3	6	4	5	5	5	4	5	5	5	6	5
MUC13_HUMAN	Mucin-13 OS=Homo sapiens GN=MUC13 PE=1 SV=3	MUC13	MUC13_MUC13	0	0	0	1	0	0	0	0	0	0	0	0
MUC16_HUMAN	Mucin-16 OS=Homo sapiens GN=MUC16 PE=1 SV=3	MUC16	MUC16_MUC16	2	5	6	1	11	0	11	6	11	0	6	0
MUC2_HUMAN	Mucin-2 OS=Homo sapiens GN=MUC2 PE=1 SV=2	MUC2	MUC2_MUC2	0	3	0	0	0	3	0	7	0	0	0	0
MUC4_HUMAN	Mucin-4 OS=Homo sapiens GN=MUC4 PE=1 SV=4	MUC4	MUC4_MUC4	2	4	3	2	1	1	2	2	4	3	3	1
MUC5A_HUMAN	Mucin-5AC OS=Homo sapiens GN=MUC5AC PE=1 SV=4	MUC5AC	MUC5AC_MUC5A	7	17	19	16	23	20	4	18	16	23	20	23
MUC5B_HUMAN	Mucin-5B OS=Homo sapiens GN=MUC5B PE=1 SV=3	MUC5B	MUC5B_MUC5B	13	6	16	5	14	4	14	10	14	6	10	4
MVP_HUMAN	Major vault protein OS=Homo sapiens GN=MVP PE=1 SV=4	MVP	MVP_MVP	5	13	11	8	7	13	6	14	7	9	3	7
MYCBP_HUMAN	c-Myc-binding protein OS=Homo sapiens GN=MYCBP PE=1 SV=3	MYCBP	MYCBP_MYCBP	0	0	0	0	0	0	0	1	0	0	0	0
MYH10_HUMAN	Myosin-10 OS=Homo sapiens GN=MYH10 PE=1 SV=3	MYH10	MYH10_MYH10	0	0	0	0	4	0	0	0	0	7	0	0
MYH14_HUMAN	Myosin-14 OS=Homo sapiens GN=MYH14 PE=1 SV=2	MYH14	MYH14_MYH14	13	25	26	23	10	6	9	12	14	14	9	3
MYH9_HUMAN	Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4	MYH9	MYH9_MYH9	15	44	39	46	21	35	19	42	22	49	24	24
ML12A_HUMAN	Myosin regulatory light chain 12A OS=Homo sapiens GN=MYL12A PE=1 SV=2	MYL12A	MYL12A_ML12A	4	6	6	8	2	3	4	6	3	7	1	4
MYL6_HUMAN	Myosin light polypeptide 6 OS=Homo sapiens GN=MYL6 PE=1 SV=2	MYL6	MYL6_MYL6	6	7	6	7	6	6	4	8	4	8	4	5
MYO1B_HUMAN	Unconventional myosin-Ib OS=Homo sapiens GN=MYO1B PE=1 SV=3	MYO1B	MYO1B_MYO1B	0	2	1	2	1	1	2	2	1	1	1	1
MYO1C_HUMAN	Unconventional myosin-Ic OS=Homo sapiens GN=MYO1C PE=1 SV=4	MYO1C	MYO1C_MYO1C	0	0	0	1	0	0	0	0	0	1	0	0
MYO1D_HUMAN	Unconventional myosin-Id OS=Homo sapiens GN=MYO1D PE=1 SV=2	MYO1D	MYO1D_MYO1D	0	0	1	0	0	0	0	0	0	0	0	0
MYO6_HUMAN	Unconventional myosin-VI OS=Homo sapiens GN=MYO6 PE=1 SV=4	MYO6	MYO6_MYO6	0	1	0	0	0	1	0	0	0	0	0	0
MYOF_HUMAN	Myoferlin OS=Homo sapiens GN=MYOF PE=1 SV=1	MYOF	MYOF_MYOF	0	4	7	7	4	6	1	7	3	5	3	3
NACAM_HUMAN	"Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Homo sapiens GN=NACA PE=1 SV=1"	NACA	NACA_NACAM	1	1	1	1	0	0	1	1	1	0	0	1
NAGK_HUMAN	N-acetyl-D-glucosamine kinase OS=Homo sapiens GN=NAGK PE=1 SV=4	NAGK	NAGK_NAGK	0	1	0	0	0	1	0	0	0	0	0	0
NAMPT_HUMAN	Nicotinamide phosphoribosyltransferase OS=Homo sapiens GN=NAMPT PE=1 SV=1	NAMPT	NAMPT_NAMPT	1	10	2	2	2	4	1	4	1	5	2	4
SIAS_HUMAN	Sialic acid synthase OS=Homo sapiens GN=NANS PE=1 SV=2	NANS	NANS_SIAS	2	3	3	1	1	1	2	2	1	1	0	2
NP1L1_HUMAN	Nucleosome assembly protein 1-like 1 OS=Homo sapiens GN=NAP1L1 PE=1 SV=1	NAP1L1	NAP1L1_NP1L1	0	1	0	0	2	0	1	0	2	1	2	1
NP1L4_HUMAN	Nucleosome assembly protein 1-like 4 OS=Homo sapiens GN=NAP1L4 PE=1 SV=1	NAP1L4	NAP1L4_NP1L4	0	1	0	0	0	1	0	0	0	0	0	0
SNAA_HUMAN	Alpha-soluble NSF attachment protein OS=Homo sapiens GN=NAPA PE=1 SV=3	NAPA	NAPA_SNAA	0	2	1	0	1	0	0	2	2	1	0	1
PNCB_HUMAN	Nicotinate phosphoribosyltransferase OS=Homo sapiens GN=NAPRT PE=1 SV=2	NAPRT	NAPRT_PNCB	0	0	0	0	0	0	0	0	0	0	0	1
SYNC_HUMAN	"Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=NARS PE=1 SV=1"	NARS	NARS_SYNC	1	0	2	1	0	0	1	1	0	0	0	0
NCKP1_HUMAN	Nck-associated protein 1 OS=Homo sapiens GN=NCKAP1 PE=1 SV=1	NCKAP1	NCKAP1_NCKP1	0	0	0	0	0	1	0	0	0	0	0	0
NUCL_HUMAN	Nucleolin OS=Homo sapiens GN=NCL PE=1 SV=3	NCL	NCL_NUCL	6	4	5	1	3	2	5	2	5	5	3	2
NCOA2_HUMAN	Nuclear receptor coactivator 2 OS=Homo sapiens GN=NCOA2 PE=1 SV=2	NCOA2	NCOA2_NCOA2	0	0	0	0	0	0	0	0	0	1	0	0
NICA_HUMAN	Nicastrin OS=Homo sapiens GN=NCSTN PE=1 SV=2	NCSTN	NCSTN_NICA	0	0	0	0	0	0	0	0	1	0	0	0
NDRG1_HUMAN	Protein NDRG1 OS=Homo sapiens GN=NDRG1 PE=1 SV=1	NDRG1	NDRG1_NDRG1	0	0	0	0	0	0	1	0	0	0	0	0
NDUAA_HUMAN	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Homo sapiens GN=NDUFA10 PE=1 SV=1"	NDUFA10	NDUFA10_NDUAA	0	3	1	1	1	2	1	2	1	3	2	1
NDUAD_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 OS=Homo sapiens GN=NDUFA13 PE=1 SV=3	NDUFA13	NDUFA13_NDUAD	0	1	1	1	1	1	0	1	0	1	0	1
NDUA2_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 OS=Homo sapiens GN=NDUFA2 PE=1 SV=3	NDUFA2	NDUFA2_NDUA2	0	1	1	1	0	0	1	1	0	0	0	1
NDUA4_HUMAN	Cytochrome c oxidase subunit NDUFA4 OS=Homo sapiens GN=NDUFA4 PE=1 SV=1	NDUFA4	NDUFA4_NDUA4	0	1	1	0	0	0	0	0	1	0	0	0
NDUA5_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Homo sapiens GN=NDUFA5 PE=1 SV=3	NDUFA5	NDUFA5_NDUA5	0	0	1	0	0	0	0	0	1	0	0	0
ACPM_HUMAN	"Acyl carrier protein, mitochondrial OS=Homo sapiens GN=NDUFAB1 PE=1 SV=3"	NDUFAB1	NDUFAB1_ACPM	0	1	1	0	1	0	0	0	0	2	1	0
NDUBA_HUMAN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 OS=Homo sapiens GN=NDUFB10 PE=1 SV=3	NDUFB10	NDUFB10_NDUBA	0	1	1	0	1	0	1	0	0	1	1	0
NDUBB_HUMAN	"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Homo sapiens GN=NDUFB11 PE=1 SV=1"	NDUFB11	NDUFB11_NDUBB	1	0	0	0	0	0	0	0	0	1	0	0
NDUB3_HUMAN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Homo sapiens GN=NDUFB3 PE=1 SV=3	NDUFB3	NDUFB3_NDUB3	0	0	0	0	0	0	0	1	0	0	0	0
NDUB6_HUMAN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 OS=Homo sapiens GN=NDUFB6 PE=1 SV=3	NDUFB6	NDUFB6_NDUB6	0	0	0	0	0	0	1	0	0	0	0	0
NDUB9_HUMAN	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Homo sapiens GN=NDUFB9 PE=1 SV=3	NDUFB9	NDUFB9_NDUB9	0	0	0	0	0	0	0	1	0	0	0	0
NDUS1_HUMAN	"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens GN=NDUFS1 PE=1 SV=3"	NDUFS1	NDUFS1_NDUS1	0	4	6	3	3	4	1	6	0	5	2	2
NDUS2_HUMAN	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial OS=Homo sapiens GN=NDUFS2 PE=1 SV=2"	NDUFS2	NDUFS2_NDUS2	0	1	0	0	0	0	0	0	0	0	0	0
NDUS3_HUMAN	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial OS=Homo sapiens GN=NDUFS3 PE=1 SV=1"	NDUFS3	NDUFS3_NDUS3	0	2	0	2	1	0	1	0	0	1	1	1
NDUS4_HUMAN	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Homo sapiens GN=NDUFS4 PE=1 SV=1"	NDUFS4	NDUFS4_NDUS4	0	0	0	1	0	0	0	0	0	0	0	0
NDUS6_HUMAN	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial OS=Homo sapiens GN=NDUFS6 PE=1 SV=1"	NDUFS6	NDUFS6_NDUS6	0	0	0	0	1	0	0	1	0	1	0	0
NDUS7_HUMAN	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial OS=Homo sapiens GN=NDUFS7 PE=1 SV=3"	NDUFS7	NDUFS7_NDUS7	0	0	0	0	0	0	1	0	0	0	0	0
NDUS8_HUMAN	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial OS=Homo sapiens GN=NDUFS8 PE=1 SV=1"	NDUFS8	NDUFS8_NDUS8	0	0	0	0	1	1	0	1	0	0	1	1
NDUV1_HUMAN	"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Homo sapiens GN=NDUFV1 PE=1 SV=4"	NDUFV1	NDUFV1_NDUV1	0	0	1	1	0	2	0	1	0	1	0	1
NDUV2_HUMAN	"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Homo sapiens GN=NDUFV2 PE=1 SV=2"	NDUFV2	NDUFV2_NDUV2	0	0	1	0	0	0	0	0	0	0	0	0
NDUV3_HUMAN	"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial OS=Homo sapiens GN=NDUFV3 PE=1 SV=2"	NDUFV3	NDUFV3_NDUV3	0	0	0	0	0	0	0	0	0	0	0	1
NEDD8_HUMAN	NEDD8 OS=Homo sapiens GN=NEDD8 PE=1 SV=1	NEDD8	NEDD8_NEDD8	1	1	0	0	0	0	0	1	0	0	0	1
NIPS1_HUMAN	Protein NipSnap homolog 1 OS=Homo sapiens GN=NIPSNAP1 PE=1 SV=1	NIPSNAP1	NIPSNAP1_NIPS1	0	1	2	0	0	0	0	0	0	0	0	0
NIPS2_HUMAN	Protein NipSnap homolog 2 OS=Homo sapiens GN=NIPSNAP2 PE=1 SV=1	NIPSNAP2	NIPSNAP2_NIPS2	0	1	0	0	0	0	0	0	0	0	0	0
NDKA_HUMAN	Nucleoside diphosphate kinase A OS=Homo sapiens GN=NME1 PE=1 SV=1	NME1	NME1_NDKA	0	0	1	2	0	0	1	0	0	2	2	0
NDKB_HUMAN	Nucleoside diphosphate kinase B OS=Homo sapiens GN=NME2 PE=1 SV=1	NME2	NME2_NDKB	0	3	0	0	0	1	1	3	0	3	0	2
NNTM_HUMAN	"NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens GN=NNT PE=1 SV=3"	NNT	NNT_NNTM	0	3	2	3	0	1	0	2	0	2	0	2
NOMO1_HUMAN	Nodal modulator 1 OS=Homo sapiens GN=NOMO1 PE=1 SV=5	NOMO1	NOMO1_NOMO1	0	0	0	0	0	1	0	0	0	0	0	0
NONO_HUMAN	Non-POU domain-containing octamer-binding protein OS=Homo sapiens GN=NONO PE=1 SV=4	NONO	NONO_NONO	0	2	2	0	1	1	0	0	0	1	1	0
NOP56_HUMAN	Nucleolar protein 56 OS=Homo sapiens GN=NOP56 PE=1 SV=4	NOP56	NOP56_NOP56	0	0	0	0	1	0	0	0	0	0	0	0
NOS2_HUMAN	"Nitric oxide synthase, inducible OS=Homo sapiens GN=NOS2 PE=1 SV=2"	NOS2	NOS2_NOS2	0	3	0	0	0	0	0	3	0	1	0	0
NOS3_HUMAN	"Nitric oxide synthase, endothelial OS=Homo sapiens GN=NOS3 PE=1 SV=3"	NOS3	NOS3_NOS3	0	1	0	0	0	0	0	0	0	0	0	0
PSA_HUMAN	Puromycin-sensitive aminopeptidase OS=Homo sapiens GN=NPEPPS PE=1 SV=2	NPEPPS	NPEPPS_PSA	0	2	0	0	0	0	0	3	0	0	0	0
PSAL_HUMAN	Puromycin-sensitive aminopeptidase-like protein OS=Homo sapiens GN=NPEPPSL1 PE=2 SV=3	NPEPPSL1	NPEPPSL1_PSAL	0	0	1	1	1	2	1	0	0	2	0	2
NPM_HUMAN	Nucleophosmin OS=Homo sapiens GN=NPM1 PE=1 SV=2	NPM1	NPM1_NPM	4	5	5	3	2	0	4	4	3	0	2	0
NQO1_HUMAN	NAD(P)H dehydrogenase [quinone] 1 OS=Homo sapiens GN=NQO1 PE=1 SV=1	NQO1	NQO1_NQO1	1	2	0	0	0	1	1	0	2	2	0	1
NR1I3_HUMAN	Nuclear receptor subfamily 1 group I member 3 OS=Homo sapiens GN=NR1I3 PE=1 SV=2	NR1I3	NR1I3_NR1I3	0	0	0	0	0	1	0	0	0	0	0	0
NR4A2_HUMAN	Nuclear receptor subfamily 4 group A member 2 OS=Homo sapiens GN=NR4A2 PE=1 SV=1	NR4A2	NR4A2_NR4A2	0	0	0	0	1	0	0	0	0	0	0	0
NSDHL_HUMAN	"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Homo sapiens GN=NSDHL PE=1 SV=2"	NSDHL	NSDHL_NSDHL	0	0	0	0	0	0	0	1	0	1	0	0
NSF_HUMAN	Vesicle-fusing ATPase OS=Homo sapiens GN=NSF PE=1 SV=3	NSF	NSF_NSF	1	3	1	3	1	0	2	5	0	3	0	0
NUCB1_HUMAN	Nucleobindin-1 OS=Homo sapiens GN=NUCB1 PE=1 SV=4	NUCB1	NUCB1_NUCB1	0	1	2	1	2	2	0	1	2	2	3	2
NUCB2_HUMAN	Nucleobindin-2 OS=Homo sapiens GN=NUCB2 PE=1 SV=2	NUCB2	NUCB2_NUCB2	3	3	7	4	6	5	3	4	7	5	6	5
NUCKS_HUMAN	Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 OS=Homo sapiens GN=NUCKS1 PE=1 SV=1	NUCKS1	NUCKS1_NUCKS	0	0	0	0	0	1	0	0	0	1	0	0
NUDC_HUMAN	Nuclear migration protein nudC OS=Homo sapiens GN=NUDC PE=1 SV=1	NUDC	NUDC_NUDC	1	0	1	0	3	0	1	0	1	0	0	0
NUDT5_HUMAN	ADP-sugar pyrophosphatase OS=Homo sapiens GN=NUDT5 PE=1 SV=1	NUDT5	NUDT5_NUDT5	1	0	0	0	0	0	1	0	0	0	0	0
NUMA1_HUMAN	Nuclear mitotic apparatus protein 1 OS=Homo sapiens GN=NUMA1 PE=1 SV=2	NUMA1	NUMA1_NUMA1	0	0	0	0	1	1	0	0	0	0	1	0
OAT_HUMAN	"Ornithine aminotransferase, mitochondrial OS=Homo sapiens GN=OAT PE=1 SV=1"	OAT	OAT_OAT	2	0	2	1	2	0	1	1	1	0	2	1
ODO1_HUMAN	"2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=OGDH PE=1 SV=3"	OGDH	OGDH_ODO1	1	4	1	3	1	1	0	4	2	1	0	0
OLA1_HUMAN	Obg-like ATPase 1 OS=Homo sapiens GN=OLA1 PE=1 SV=2	OLA1	OLA1_OLA1	0	0	1	0	1	1	0	1	0	1	0	1
OR1M1_HUMAN	Olfactory receptor 1M1 OS=Homo sapiens GN=OR1M1 PE=2 SV=1	OR1M1	OR1M1_OR1M1	0	1	0	1	1	0	0	0	0	0	0	0
OSTF1_HUMAN	Osteoclast-stimulating factor 1 OS=Homo sapiens GN=OSTF1 PE=1 SV=2	OSTF1	OSTF1_OSTF1	0	2	1	0	0	0	0	0	0	0	0	0
OTOL1_HUMAN	Otolin-1 OS=Homo sapiens GN=OTOL1 PE=3 SV=1	OTOL1	OTOL1_OTOL1	0	0	0	0	0	0	1	0	0	0	0	0
OTUB1_HUMAN	Ubiquitin thioesterase OTUB1 OS=Homo sapiens GN=OTUB1 PE=1 SV=2	OTUB1	OTUB1_OTUB1	0	1	0	0	0	0	0	0	1	0	0	0
OVCH1_HUMAN	Ovochymase-1 OS=Homo sapiens GN=OVCH1 PE=2 SV=2	OVCH1	OVCH1_OVCH1	0	0	0	0	0	0	0	0	1	0	0	0
P4HA1_HUMAN	Prolyl 4-hydroxylase subunit alpha-1 OS=Homo sapiens GN=P4HA1 PE=1 SV=2	P4HA1	P4HA1_P4HA1	0	0	0	0	0	1	0	0	0	0	0	3
P4HA2_HUMAN	Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens GN=P4HA2 PE=1 SV=1	P4HA2	P4HA2_P4HA2	0	0	0	0	0	0	0	0	0	2	0	2
PDIA1_HUMAN	Protein disulfide-isomerase OS=Homo sapiens GN=P4HB PE=1 SV=3	P4HB	P4HB_PDIA1	15	19	18	21	14	17	11	18	16	21	19	20
PABP1_HUMAN	Polyadenylate-binding protein 1 OS=Homo sapiens GN=PABPC1 PE=1 SV=2	PABPC1	PABPC1_PABP1	0	3	3	2	0	1	2	1	0	0	1	0
PABP4_HUMAN	Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4 PE=1 SV=1	PABPC4	PABPC4_PABP4	0	0	0	0	0	0	0	0	0	1	0	0
PACRG_HUMAN	Parkin coregulated gene protein OS=Homo sapiens GN=PACRG PE=1 SV=2	PACRG	PACRG_PACRG	0	0	0	0	0	1	0	0	0	0	0	0
LIS1_HUMAN	Platelet-activating factor acetylhydrolase IB subunit alpha OS=Homo sapiens GN=PAFAH1B1 PE=1 SV=2	PAFAH1B1	PAFAH1B1_LIS1	0	1	0	0	0	0	0	0	0	0	0	0
PA1B2_HUMAN	Platelet-activating factor acetylhydrolase IB subunit beta OS=Homo sapiens GN=PAFAH1B2 PE=1 SV=1	PAFAH1B2	PAFAH1B2_PA1B2	0	1	1	0	0	0	1	0	0	1	0	0
PARK7_HUMAN	Protein/nucleic acid deglycase DJ-1 OS=Homo sapiens GN=PARK7 PE=1 SV=2	PARK7	PARK7_PARK7	4	3	3	3	0	0	5	5	2	5	1	2
PCBP1_HUMAN	Poly(rC)-binding protein 1 OS=Homo sapiens GN=PCBP1 PE=1 SV=2	PCBP1	PCBP1_PCBP1	2	5	3	4	3	1	5	4	3	3	1	4
PCBP2_HUMAN	Poly(rC)-binding protein 2 OS=Homo sapiens GN=PCBP2 PE=1 SV=1	PCBP2	PCBP2_PCBP2	0	0	3	0	0	0	4	0	0	0	0	0
PCCA_HUMAN	"Propionyl-CoA carboxylase alpha chain, mitochondrial OS=Homo sapiens GN=PCCA PE=1 SV=4"	PCCA	PCCA_PCCA	0	0	0	0	0	1	0	1	0	1	0	0
PCKGM_HUMAN	"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial OS=Homo sapiens GN=PCK2 PE=1 SV=3"	PCK2	PCK2_PCKGM	0	1	0	0	0	0	0	1	0	0	0	0
PCLO_HUMAN	Protein piccolo OS=Homo sapiens GN=PCLO PE=1 SV=4	PCLO	PCLO_PCLO	0	0	0	0	1	0	0	0	0	0	0	0
PCM1_HUMAN	Pericentriolar material 1 protein OS=Homo sapiens GN=PCM1 PE=1 SV=4	PCM1	PCM1_PCM1	0	0	1	0	1	0	0	0	0	0	0	0
PIMT_HUMAN	Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens GN=PCMT1 PE=1 SV=4	PCMT1	PCMT1_PIMT	0	0	0	1	0	0	0	0	0	1	0	0
PCYOX_HUMAN	Prenylcysteine oxidase 1 OS=Homo sapiens GN=PCYOX1 PE=1 SV=3	PCYOX1	PCYOX1_PCYOX	0	0	0	0	1	1	0	0	0	0	1	2
PDC10_HUMAN	Programmed cell death protein 10 OS=Homo sapiens GN=PDCD10 PE=1 SV=1	PDCD10	PDCD10_PDC10	0	0	0	0	0	1	0	1	0	1	0	0
PDCD6_HUMAN	Programmed cell death protein 6 OS=Homo sapiens GN=PDCD6 PE=1 SV=1	PDCD6	PDCD6_PDCD6	0	1	0	0	0	2	0	0	0	0	0	0
PDC6I_HUMAN	Programmed cell death 6-interacting protein OS=Homo sapiens GN=PDCD6IP PE=1 SV=1	PDCD6IP	PDCD6IP_PDC6I	1	5	3	5	3	4	4	5	3	3	2	1
ODPA_HUMAN	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Homo sapiens GN=PDHA1 PE=1 SV=3"	PDHA1	PDHA1_ODPA	0	0	2	2	0	0	0	0	0	0	0	0
ODPB_HUMAN	"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens GN=PDHB PE=1 SV=3"	PDHB	PDHB_ODPB	1	2	4	2	2	1	2	1	0	1	2	2
ODPX_HUMAN	"Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens GN=PDHX PE=1 SV=3"	PDHX	PDHX_ODPX	0	0	1	0	0	1	0	1	0	1	1	1
PDIA3_HUMAN	Protein disulfide-isomerase A3 OS=Homo sapiens GN=PDIA3 PE=1 SV=4	PDIA3	PDIA3_PDIA3	13	16	16	15	15	14	16	15	15	18	14	19
